BuildingType,PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),Outlier,TotalGHGEmissions,GHGEmissionsIntensity
0.7056379974540028,0.29315895375252277,0.15294647468660774,-0.2408038203700094,-1.494959128017498,-0.053817719127025175,-0.48516598193017246,-0.29649187119712306,-0.242667454536641,0.8370845925191402,-0.23725393477187484,0.3717488416935694,-0.10824457940066876,0.2268735474059868,-0.31454147581196595,-0.43989988498925975,-0.28173321430134096,-0.07055853240631958,-0.20701308875356217,-0.16592664538728868,0.08433202204430337,-0.17555956394042754,0.010999041996349034
-0.9894100179258771,-0.5622069230580369,0.532033592637606,-0.3915909543233512,0.2691477586251238,-0.053817719127025175,-0.13987868896567132,-0.3138863638661896,-0.242667454536641,0.8370845925191402,-0.23725393477187484,0.3717488416935694,-0.10824457940066876,-0.1965016642158167,-0.4803076552106596,-0.3400370908507704,-0.3123878387717147,-0.07055853240631958,-0.19518619517664185,-0.2854019893018645,0.08433202204430337,-0.2318260430306141,-0.5531514769213827
0.7056379974540028,-0.7332800984201489,-0.10178842355264028,-0.061997561281654616,-1.2212184042281258,-0.053817719127025175,0.550695896963331,0.825029122250546,-0.242667454536641,-3.423584541094528,1.9229323862843846,-2.647168884571505,0.8827785403875826,0.2268735474059868,2.157691974454543,3.0567669633177235,2.9069509973935816,-0.07055853240631958,2.7759019151372986,-0.23108557228340262,0.08433202204430337,0.45907258029525116,0.016640547185526357
0.7056379974540028,-1.2464996245064845,-0.08494472824046913,0.10021842634535857,1.1816168379230316,-0.053817719127025175,0.20540860399882982,-0.05143302679015738,0.3721567668699423,-0.6177780384708927,0.042703276056259204,0.3717488416935694,-0.10824457940066876,0.18453602624380647,0.0633341603622369,0.14532550314734172,-0.10161498387995617,-0.07055853240631958,-0.05980111628029611,-0.09246036034686664,0.08433202204430337,-0.10641957110259316,-0.2146611655707436
-1.836934025615817,-1.5886459752307085,-0.18600690011334836,-0.6562979523146617,1.029538658040047,-0.053817719127025175,1.4139141293745838,0.04305998396688168,-0.242667454536641,-1.656965632035202,-0.3601314590715892,0.3717488416935694,-0.10824457940066876,-0.3658517488645381,-0.2681981982569073,-0.3613313766870442,-0.010447199602885052,-0.07055853240631958,-0.07360945130983138,0.23216831989811698,0.08433202204430337,0.050569119131573095,0.10690463021236352
-1.836934025615817,-1.5886459752307085,-0.23882540146260942,0.3416990442900573,0.9382917501102562,-0.053817719127025175,1.4139141293745838,0.47741031834686776,-0.242667454536641,-0.6177780384708927,0.8272397029836503,0.3717488416935694,-0.10824457940066876,-2.906103018595359,1.2219150787962787,0.6556538100169973,1.0422848214258373,-0.07055853240631958,0.20878873107888832,2.396543594887295,0.08433202204430337,1.181032064672684,1.2690546991828908
0.7056379974540028,-0.7332800984201489,0.46860980164754523,0.3549712614595497,0.4820572104613023,-0.053817719127025175,0.032764957516579256,0.1793247308911152,1.4033485393351999,-0.6177780384708927,1.009595621598162,-2.647168884571505,-0.16487714646139343,-0.3235142277023577,0.040162555540040674,0.33256826322181965,-0.029827410373356577,-0.07055853240631958,0.05853977044075781,-0.2854019893018645,0.08433202204430337,-0.17511841549424648,-0.5305854561646735
0.7056379974540028,2.003890707373642,-1.3161980608726243,0.30851850136632625,0.60371975436769,-0.053817719127025175,-0.6578096284124231,-0.322491109188508,-0.242667454536641,-1.656965632035202,-0.4579273977369197,0.3717488416935694,-0.10824457940066876,0.2268735474059868,-0.4090103679224109,-0.6153940909602968,-0.3034125478286434,-0.07055853240631958,-0.22496703672590898,-0.17654563411883883,0.08433202204430337,-0.18480362910813103,0.08433860945565422
-0.14188601023593714,-0.22006057233381301,-0.21615919419060972,0.08620886377732816,1.3641106537826133,-0.053817719127025175,0.37805225048108043,-0.09270999010131854,-0.242667454536641,-0.6177780384708927,-0.3431137978651115,0.3717488416935694,-0.10824457940066876,-2.1016901165139323,0.41803819189248664,0.13431122314296065,-0.06487317989813589,-0.07055853240631958,-0.1404643610791523,0.4202323436470634,0.08433202204430337,0.12837166327623592,0.7274702010218684
-1.836934025615817,-1.5886459752307085,-0.3594345777718026,0.31847266424344556,1.1816168379230316,-0.053817719127025175,3.6582815336438412,2.295562888344109,4.922069527099715,-0.6177780384708927,2.8323762219364457,0.3717488416935694,-0.10824457940066876,-2.313377722324834,-0.24502659361295423,-0.24017429700599524,1.461788626746983,-0.07055853240631958,0.8645028268574155,1.5239388331141697,0.08433202204430337,0.8972733527677554,-0.15824611367897046
