SiteEnergyUse(kBtu)
Poor
Excellent
Excellent
Good
Average
Poor
Excellent
Good
Average
Good
Poor
Excellent
Excellent
Excellent
Average
Good
Good
Good
Good
Good
Average
Poor
Average
Average
Average
Good
Excellent
Poor
Average
Poor
Excellent
Poor
Good
Average
Poor
Excellent
Excellent
Average
Good
Excellent
Good
Excellent
Average
Average
Excellent
Poor
Good
Excellent
Good
Excellent
Average
Excellent
Poor
Excellent
Poor
Excellent
Average
Average
Excellent
Good
Good
Poor
Good
Poor
Average
Poor
Average
Good
Poor
Excellent
Poor
Good
Excellent
Poor
Average
Average
Average
Excellent
Poor
Poor
Excellent
Average
Excellent
Excellent
Good
Good
Excellent
Average
Good
Excellent
Average
Good
Excellent
Poor
Good
Good
Good
Good
Good
Good
Excellent
Excellent
Excellent
Excellent
Poor
Poor
Good
Poor
Average
Excellent
Excellent
Poor
Poor
Average
Excellent
Average
Good
Poor
Excellent
Good
Average
Good
Average
Poor
Excellent
Average
Excellent
Poor
Average
Good
Good
Good
Average
Average
Average
Good
Poor
Good
Excellent
Poor
Poor
Good
Excellent
Average
Good
Good
Good
Poor
Good
Good
Poor
Average
Poor
Poor
Good
Excellent
Excellent
Average
Average
Excellent
Poor
Excellent
Poor
Excellent
Good
Average
Poor
Average
Average
Average
Poor
Excellent
Excellent
Average
Average
Poor
Good
Good
Good
Excellent
Good
Poor
Excellent
Good
Excellent
Good
Good
Good
Good
Excellent
Excellent
Good
Good
Poor
Excellent
Poor
Average
Poor
Good
Average
Average
Good
Poor
Good
Poor
Good
Excellent
Average
Good
Excellent
Poor
Good
Excellent
Average
Good
Excellent
Poor
Poor
Excellent
Excellent
Excellent
Good
Excellent
Good
Good
Good
Good
Average
Poor
Good
Excellent
Average
Good
Average
Average
Excellent
Good
Average
Excellent
Good
Poor
Poor
Good
Good
Excellent
Good
Average
Poor
Good
Poor
Poor
Excellent
Excellent
Average
Good
Good
Excellent
Average
Average
Good
Poor
Poor
Good
Poor
Average
Excellent
Poor
Poor
Good
Average
Good
Poor
Good
Excellent
Excellent
Average
Excellent
Excellent
Poor
Poor
Excellent
Good
Good
Poor
Poor
Average
Good
Poor
Good
Average
Good
Average
Average
Poor
Poor
Average
Average
Average
Poor
Good
Poor
Poor
Good
Poor
Excellent
Poor
Excellent
Good
Poor
Excellent
Average
Good
Good
Good
Good
Average
Excellent
Poor
Good
Good
Good
Excellent
Excellent
Average
Average
Poor
Poor
Average
Average
Poor
Poor
Excellent
Good
Excellent
Excellent
Excellent
Average
Poor
Poor
Excellent
Excellent
Poor
Average
Poor
Good
Poor
Average
Excellent
Poor
Average
Average
Poor
Good
Excellent
Excellent
Average
Excellent
Average
Good
Excellent
Average
Good
Average
Good
Excellent
Poor
Average
Good
Average
Poor
Poor
Poor
Average
Good
Average
Excellent
Good
Good
Average
Good
Good
Good
Poor
Excellent
Good
Excellent
Average
Good
Average
Poor
Poor
Poor
Poor
Poor
Excellent
Poor
Average
Excellent
Average
Good
Excellent
Poor
Excellent
Poor
Poor
Average
Poor
Average
Good
Excellent
Average
Poor
Excellent
Poor
Good
Poor
Poor
Average
Average
Average
Poor
Good
Good
Poor
Poor
Poor
Good
Good
Excellent
Good
Poor
Good
Good
Good
Average
Excellent
Good
Average
Excellent
Good
Good
Average
Average
Good
Excellent
Excellent
Poor
Average
Average
Poor
Excellent
Poor
Good
Excellent
Good
Average
Excellent
Average
Poor
Average
Excellent
Excellent
Average
Excellent
Poor
Average
Good
Poor
Good
Good
Good
Good
Excellent
Good
Good
Average
Excellent
Average
Average
Good
Good
Poor
Average
Poor
Poor
Average
Average
Average
Average
Average
Good
Average
Good
Average
Excellent
Average
Average
Average
Average
Good
Good
Poor
Poor
Good
Average
Average
Poor
Poor
Excellent
Poor
Good
Excellent
Excellent
Excellent
Excellent
Good
Poor
Good
Average
Good
Poor
Excellent
Poor
Excellent
Average
Poor
Excellent
Excellent
Good
Good
Excellent
Average
Average
Good
Average
Good
Excellent
Average
Good
Poor
Average
Average
Average
Poor
Good
Poor
Excellent
Poor
Excellent
Excellent
Excellent
Average
Excellent
Excellent
Poor
Excellent
Poor
Average
Average
Good
Average
Average
Poor
Average
Excellent
Excellent
Good
Poor
Average
Excellent
Poor
Poor
Poor
Average
Poor
Average
Good
Average
Average
Poor
Good
Good
Excellent
Poor
Poor
Average
Good
Good
Excellent
Good
Good
Excellent
Poor
Poor
Excellent
Excellent
Excellent
Excellent
Average
Poor
Average
Poor
Good
Average
Average
Poor
Poor
Poor
Average
Excellent
Average
Excellent
Excellent
Excellent
Average
Good
Good
Average
Poor
Average
Excellent
Average
Excellent
Poor
Average
Poor
Average
Good
Average
Good
Average
Good
Average
Excellent
Poor
Poor
Average
Poor
Excellent
Excellent
Poor
Poor
Poor
Excellent
Good
Average
Excellent
Poor
Excellent
Average
Average
Poor
Excellent
Good
Average
Good
Average
Average
Good
Average
Average
Good
Good
Good
Poor
Poor
Good
Excellent
Excellent
Average
Good
Excellent
Average
Average
Average
Poor
Average
Excellent
Average
Average
Excellent
Excellent
Poor
Excellent
Average
Poor
Average
Poor
Good
Average
Average
Good
Good
Excellent
Excellent
Good
Poor
Average
Excellent
Poor
Good
Good
Poor
Poor
Average
Good
Good
Average
Average
Poor
Excellent
Good
Good
Poor
Good
Poor
Good
Average
Good
Excellent
Average
Good
Excellent
Excellent
Average
Excellent
Poor
Poor
Excellent
Good
Poor
Poor
Poor
Excellent
Poor
Good
Good
Good
Excellent
Good
Average
Good
Good
Average
Excellent
Excellent
Excellent
Excellent
Good
Excellent
Average
Excellent
Good
Excellent
Excellent
Poor
Average
Good
Good
Excellent
Average
Poor
Average
Average
Excellent
Poor
Good
Average
Average
Average
Average
Good
Good
Good
Good
Good
Poor
Good
Poor
Average
Poor
Good
Good
Poor
Excellent
Poor
Average
Average
Poor
Poor
Average
Average
Excellent
Poor
Good
Average
Average
Poor
Poor
Average
Poor
Poor
Good
Poor
Average
Good
Poor
Excellent
Excellent
Excellent
Poor
Good
Poor
Good
Excellent
Excellent
Poor
Poor
Average
Poor
Average
Poor
Excellent
Good
Poor
Excellent
Average
Poor
Excellent
Excellent
Poor
Excellent
Good
Poor
Average
Excellent
Excellent
Excellent
Excellent
Poor
Excellent
Poor
Good
Good
Poor
Excellent
Average
Good
Excellent
Average
Poor
Good
Average
Good
Good
Excellent
Poor
Good
Good
Poor
Poor
Excellent
Poor
Excellent
Good
Poor
Average
Excellent
Poor
Average
Poor
Average
Good
Poor
Average
Good
Poor
Average
Good
Excellent
Excellent
Excellent
Excellent
Poor
Good
Average
Good
Good
Good
Good
Excellent
Average
Average
Excellent
Excellent
Good
Good
Good
Excellent
Excellent
Poor
Excellent
Average
Excellent
Poor
Poor
Poor
Poor
Good
Excellent
Poor
Poor
Poor
Average
Good
Excellent
Good
Average
Poor
Average
Average
Average
Poor
Good
Good
Average
Poor
Poor
Good
Excellent
Excellent
Poor
Good
Good
Average
Good
Excellent
Good
Good
Poor
Good
Poor
Good
Excellent
Good
Poor
Average
Excellent
Average
Excellent
Average
Poor
Poor
Good
Excellent
Excellent
Good
Good
Good
Excellent
Poor
Excellent
Average
Good
Excellent
Excellent
Excellent
Good
Average
Average
Excellent
Excellent
Poor
Average
Excellent
Average
Good
Excellent
Good
Excellent
Average
Average
Average
Average
Excellent
Poor
Average
Poor
Poor
Poor
Good
Good
Poor
Poor
Good
Average
Average
Average
Good
Good
Average
Average
Poor
Excellent
Poor
Average
Good
Good
Average
Average
Good
Poor
Poor
Average
Excellent
Good
Good
Excellent
Poor
Good
Excellent
Excellent
Good
Excellent
Average
Poor
Excellent
Average
Average
Good
Average
Average
Poor
Average
Average
Excellent
Good
Average
Average
Good
Poor
Poor
Average
Excellent
Average
Good
Average
Poor
Poor
Poor
Poor
Poor
Good
Poor
Poor
Average
Good
Excellent
Excellent
Average
Average
Poor
Good
Average
Average
Good
Good
Poor
Poor
Excellent
Good
Average
Poor
Good
Good
Good
Good
Good
Good
Good
Average
Good
Average
Excellent
Average
Excellent
Average
Poor
Excellent
Poor
Good
Excellent
Average
Excellent
Poor
Excellent
Excellent
Excellent
Average
Excellent
Excellent
Average
Good
Average
Excellent
Good
Good
Excellent
Good
Excellent
Average
Average
Good
Average
Good
Good
Good
Poor
Poor
Average
Good
Poor
Good
Excellent
Poor
Average
Excellent
Average
Excellent
Poor
Poor
Poor
Good
Good
Poor
Good
Poor
Poor
Average
Good
Good
Good
Poor
Poor
Excellent
Average
Average
Good
Average
Excellent
Excellent
Good
Good
Average
Average
Good
Good
Good
Average
Good
Good
Poor
Excellent
Average
Poor
Excellent
Average
Good
Good
Excellent
Good
Excellent
Average
Average
Excellent
Excellent
Excellent
Excellent
Poor
Good
Excellent
Excellent
Good
Excellent
Average
Average
Average
Poor
Average
Excellent
Average
Average
Poor
Poor
Excellent
Excellent
Average
Good
Good
Excellent
Good
Average
Excellent
Average
Poor
Poor
Poor
Good
Poor
Good
Poor
Good
Excellent
Poor
Poor
Good
Good
Average
Poor
Good
Good
Excellent
Excellent
Good
Average
Poor
Excellent
Excellent
Excellent
Average
Good
Excellent
Average
Good
Poor
Poor
Poor
Average
Average
Excellent
Poor
Excellent
Poor
Poor
Average
Good
Excellent
Excellent
Poor
Poor
Excellent
Excellent
Good
Excellent
Excellent
Poor
Excellent
Good
Good
Average
Average
Good
Average
Poor
Poor
Average
Average
Poor
Good
Excellent
Poor
Excellent
Excellent
Average
Average
Excellent
Excellent
Good
Excellent
Excellent
Poor
Excellent
Poor
Good
Good
Good
Excellent
Poor
Good
Average
Poor
Poor
Poor
Poor
Good
Excellent
Good
Excellent
Poor
Poor
Poor
Excellent
Average
Average
Poor
Poor
Poor
Good
Good
Average
Average
Excellent
Poor
Average
Excellent
Good
Average
Excellent
Good
Poor
Excellent
Average
Poor
Average
Good
Excellent
Excellent
Good
Poor
Poor
Good
Excellent
Average
Excellent
Poor
Excellent
Poor
Average
Poor
Good
Poor
Excellent
Average
Poor
Poor
Average
Good
Average
Good
Good
Excellent
Average
Excellent
Average
Excellent
Excellent
Average
Poor
Average
Excellent
Good
Poor
Good
Average
Average
Good
Excellent
Average
Poor
Excellent
Poor
Excellent
Average
Poor
Good
Poor
Excellent
Average
Good
Poor
Poor
Excellent
Poor
Excellent
Excellent
Poor
Good
Average
Good
Good
Average
Average
Poor
Average
Poor
Average
Good
Poor
Poor
Excellent
Excellent
Good
Good
Good
Average
Excellent
Good
Average
Average
Poor
Poor
Excellent
Good
Excellent
Good
Excellent
Good
Poor
Average
Poor
Poor
Good
Excellent
Poor
Excellent
Poor
Good
Good
Excellent
Excellent
Poor
Average
Excellent
Average
Excellent
Good
Excellent
Poor
Excellent
Excellent
Good
Good
Poor
Excellent
Good
Poor
Good
Excellent
Poor
Poor
Good
Poor
Good
Good
Average
Good
Poor
Good
Poor
Excellent
Average
Good
Good
Average
Excellent
Poor
Excellent
Good
Poor
Good
Poor
Poor
Excellent
Good
Excellent
Excellent
Average
Average
Average
Excellent
Average
Good
Good
Excellent
Average
Excellent
Average
Good
Poor
Poor
Poor
Excellent
Excellent
Average
Average
Poor
Average
Poor
Excellent
Average
Good
Average
Good
Excellent
Excellent
Good
Average
Excellent
Good
Excellent
Good
Average
Good
Average
Good
Poor
Average
Average
Excellent
Good
Poor
Excellent
Excellent
Excellent
Average
Good
Average
Poor
Average
Poor
Excellent
Excellent
Good
Good
Good
Average
Excellent
Good
Poor
Good
Poor
Good
Excellent
Average
Poor
Poor
Poor
Average
Average
Poor
Average
Good
Excellent
Poor
Average
Poor
Poor
Good
Average
Average
Good
Good
Good
Excellent
Average
Excellent
Poor
Good
Average
Average
Excellent
Excellent
Excellent
Average
Good
Average
Good
Good
Good
Excellent
Poor
Poor
Poor
Good
Good
Good
Poor
Average
Average
Excellent
Excellent
Good
Excellent
Good
Poor
Excellent
Average
Excellent
Poor
Excellent
Average
Average
Poor
Average
Average
Excellent
Good
Poor
Poor
Average
Average
Poor
Poor
Average
Average
Poor
Poor
Average
Excellent
Excellent
Good
Average
Good
Average
Excellent
Excellent
Excellent
Poor
Good
Good
Average
Good
Good
Poor
Poor
Poor
Average
Average
Poor
Poor
Excellent
Average
Average
Average
Poor
Excellent
Good
Excellent
Average
Poor
Good
Poor
Average
Average
Good
Poor
Excellent
Poor
Good
Average
Excellent
Poor
Excellent
Excellent
Average
Average
Good
Poor
Excellent
Good
Poor
Average
Good
Good
Good
Poor
Excellent
Excellent
Excellent
Poor
Average
Poor
Poor
Good
Average
Poor
Excellent
Good
Excellent
Excellent
Excellent
Excellent
Excellent
Average
Average
Excellent
Excellent
Good
Average
Poor
Average
Poor
Poor
Excellent
Excellent
Good
Good
Average
Excellent
Poor
Poor
Excellent
Good
Average
Poor
Poor
Poor
Average
Average
Excellent
Poor
Average
Poor
Average
Average
Excellent
Good
Good
Good
Average
Poor
Average
Good
Good
Poor
Poor
Poor
Poor
Excellent
Excellent
Average
Good
Good
Average
Excellent
Excellent
Poor
Good
Excellent
Average
Good
Good
Good
Average
Good
Excellent
Good
Excellent
Excellent
Average
Poor
Poor
Excellent
Poor
Excellent
Average
Poor
Poor
Excellent
Poor
Average
Average
Excellent
Poor
Average
Excellent
Poor
Excellent
Poor
Good
Excellent
Poor
Good
Good
Excellent
Good
Average
Good
Poor
Good
Poor
Excellent
Poor
Excellent
Poor
Good
Average
Poor
Poor
Poor
Excellent
Poor
Poor
Good
Excellent
Average
Poor
Poor
Poor
Average
Excellent
Average
Excellent
Good
Excellent
Poor
Average
Poor
Average
Excellent
Excellent
Average
Poor
Good
Average
Average
Excellent
Average
Poor
Average
Poor
Good
Average
Good
Good
Average
Excellent
Poor
Good
Poor
Excellent
Excellent
Average
Poor
Excellent
Average
Excellent
Good
Excellent
Poor
Good
Average
Good
Average
Excellent
Good
Poor
Average
Good
Poor
Poor
Excellent
Good
Good
Excellent
Poor
Average
Excellent
Poor
Poor
Excellent
Average
Excellent
Average
Average
Poor
Poor
Good
Average
Poor
Excellent
Average
Good
Average
Poor
Good
Good
Good
Poor
Good
Excellent
Good
Good
Excellent
Good
Average
Good
Average
Excellent
Excellent
Good
Poor
Good
Excellent
Excellent
Poor
Poor
Average
Excellent
Excellent
Good
Average
Excellent
Poor
Good
Good
Excellent
Average
Good
Good
Poor
Excellent
Average
Excellent
Poor
Excellent
Average
Average
Average
Poor
Excellent
Average
Good
Average
Excellent
Average
Poor
Average
Excellent
Good
Excellent
Excellent
Good
Good
Excellent
Poor
Good
Poor
Average
Poor
Average
Excellent
Excellent
Good
Average
Excellent
Excellent
Poor
Good
Excellent
Excellent
Excellent
Good
Poor
Poor
Average
Poor
Average
Poor
Excellent
Good
Average
Good
Excellent
Good
Good
Good
Poor
Good
Excellent
Excellent
Average
Average
Poor
Poor
Excellent
Good
Poor
Poor
Good
Poor
Poor
Poor
Average
Excellent
Good
Excellent
Excellent
Excellent
Good
Excellent
Good
Poor
Average
Excellent
Excellent
Average
Excellent
Good
Excellent
Poor
Good
Average
Good
Excellent
Poor
Excellent
Average
Average
Poor
Excellent
Good
Good
Average
Average
Poor
Poor
Poor
Average
Average
Excellent
Excellent
Good
Excellent
Poor
Average
Good
Average
Poor
Excellent
Average
Excellent
Good
Poor
Excellent
Average
Good
Average
Excellent
Good
Good
Poor
Average
Excellent
Poor
Excellent
Good
Excellent
Poor
Poor
Poor
Good
Good
Average
Excellent
Average
Poor
Poor
Excellent
Poor
Excellent
Excellent
Good
Average
Average
Poor
Excellent
Excellent
Good
Average
Good
Excellent
Good
Excellent
Average
Poor
Poor
Excellent
Poor
Excellent
Good
Average
Average
Good
Poor
Poor
Excellent
Average
Good
Poor
Excellent
Excellent
Average
Excellent
Poor
Poor
Good
Average
Excellent
Average
Poor
Average
Average
Excellent
Excellent
Excellent
Average
Average
Average
Excellent
Good
Good
Excellent
Excellent
Excellent
Good
Excellent
Poor
Average
Average
Average
Poor
Good
Good
Poor
Average
Average
Average
Poor
Good
Good
Poor
Excellent
Average
Average
Average
Poor
Average
Average
Excellent
Poor
Excellent
Average
Average
Good
Good
Excellent
Poor
Poor
Good
Average
Poor
Average
Average
Good
Average
Average
Excellent
Excellent
Poor
Average
Average
Excellent
Poor
Poor
Poor
Good
Poor
Poor
Good
Good
Average
Excellent
Average
Good
Good
Poor
Average
Average
