SiteEnergyUse(kBtu)
13969552.0
1866800.0
5276777.0
393493.0
1066894.0
1552645.0
24473814.0
1040593.0
4438838.0
714898.0
6583940.0
2126288.0
1285930.0
1656660.0
1712925.0
548293.0
4917420.0
1308324.0
27185096.0
12577336.0
425574.0
571345.0
3373582.0
10591549.0
1222509.0
1960538.0
7546235.0
1523324.0
5207349.0
3037572.0
7144738.0
64715652.0
6297193.0
1056059.0
717766.0
48729588.0
2017694.0
704799.0
1501767.0
3766813.0
1261714.0
721723.0
28433056.0
1798694.0
811870.0
777064.0
2999116.0
1718845.0
630040.0
248607.0
2613607.0
2663520.0
1388352.0
2583451.0
12196872.0
1911611.0
816846.0
5459657.0
109014.0
1109851.0
13146645.0
2291581.0
4341706.0
1162131.0
1454222.0
1689261.0
1737596.0
1866182.0
1191892.0
1357116.0
597267.0
841242.0
6796335.0
686055.0
2074152.0
2101376.0
9213841.0
6443260.0
2683336.0
4520838.0
1007254.0
10513817.0
6578370.0
8758063.0
1644233.0
1256360.0
9085924.0
1067618.0
1023418.0
866242.0
1767480.0
3469285.0
6159684.0
3458484.0
590193.0
636427.0
1406987.0
2443284.0
9569715.0
4577534.0
524053.0
468776.0
10624295.0
1863784.0
1986384.0
2035595.0
5657046.0
1164710.0
645790.0
650452.0
2058584.0
45074876.0
17109052.0
3473109.0
2634166.0
451738.0
2401890.0
2390284.0
1234149.0
612173.0
3316342.0
5499121.0
2711035.0
2450488.0
1158000.0
1224276.0
876958.0
55813996.0
1428696.0
5454482.0
12931002.0
1417204.0
9136061.0
1160266.0
3132453.0
654664.0
6388136.0
1000180.0
2204020.0
1108604.0
860443.0
642133.0
1296290.0
812013.0
2267094.0
820671.0
1198630.0
4784731.0
3053785.0
542749.0
738372.0
295812640.0
2719995.0
3682374.0
8436996.0
1607275.0
719734.0
1688739.0
2616127.0
567434.0
2377334.0
10985265.0
1206065.0
622572.0
9861998.0
11511880.0
492187.0
7752682.0
585443.0
885021.0
1176615.0
19236770.0
3361743.0
456397.0
920672.0
3833162.0
58041572.0
1365778.0
3881630.0
8371368.0
597761.0
12943756.0
555709.0
1437220.0
807358.0
30135280.0
11564788.0
9734014.0
450518.0
19150024.0
5903033.0
783561.0
304248.0
5122039.0
1476969.0
5375518.0
2024319.0
507752.0
1372834.0
14084606.0
1482997.0
1094343.0
3542542.0
508057.0
6426022.0
5039523.0
6040837.0
1353337.0
2361088.0
592534.0
1399992.0
32675250.0
2179078.0
855670.0
2037693.0
10273140.0
2466267.0
1695009.0
2668769.0
1545485.0
3054714.0
7226188.0
3218824.0
37527176.0
523133.0
4770943.0
448676.0
63362516.0
1477321.0
1056740.0
694241.0
3294645.0
1991497.0
979952.0
966376.0
1845068.0
415453.0
362823.0
16238985.0
5047936.0
338923.0
3468606.0
1038667.0
764820.0
5216213.0
1998767.0
682420.0
1784233.0
41092076.0
2938366.0
1504593.0
6419090.0
29747868.0
2694853.0
270004.0
1645241.0
4955550.0
1900577.0
4863803.0
1426823.0
6454077.0
2361960.0
7166015.0
1441631.0
1250592.0
2100766.0
609101.0
3983784.0
1125724.0
1785906.0
571384.0
811537.0
12315998.0
2696136.0
537141.0
1305578.0
9273278.0
6807227.0
2236406.0
12271749.0
1738376.0
909703.0
497556.0
2126066.0
734495.0
3002337.0
695828.0
3545412.0
1686248.0
1015172.0
8890235.0
811900.0
444458.0
3814590.0
4395510.0
823495.0
4247457.0
3299335.0
2464720.0
851944.0
2093011.0
1415355.0
25764716.0
2219190.0
533329.0
1990749.0
3625434.0
196410.0
5975230.0
1645030.0
1146191.0
395517.0
12236144.0
8728584.0
955641.0
3857679.0
25476332.0
3548309.0
14981114.0
6619941.0
7753080.0
1929118.0
37276920.0
1115107.0
1143294.0
56762408.0
7860942.0
18029644.0
2529024.0
1426023.0
558546.0
610711.0
1997488.0
712126.0
725487.0
1727783.0
1142949.0
573624.0
2140476.0
876871.0
4718442.0
4759256.0
3002991.0
458746.0
1201918.0
737480.0
1966028.0
1848074.0
505559.0
6344171.0
3833052.0
1119679.0
889225.0
1633499.0
1182575.0
3537977.0
965226.0
621751.0
1951448.0
1302636.0
3805877.0
478533.0
492481.0
827042.0
6695413.0
3837228.0
3660395.0
2164237.0
1562708.0
1346952.0
1011399.0
14544535.0
3456208.0
1382309.0
2912140.0
1667781.0
514471.0
1742870.0
507451.0
3098638.0
8286855.0
2188093.0
1630474.0
2650112.0
1212551.0
968551.0
13320624.0
1638229.0
519032.0
632157.0
1529309.0
766381.0
791154.0
497620.0
278741.0
452614.0
1959777.0
2556916.0
784762.0
1909346.0
2147062.0
336461.0
2823242.0
528453.0
23179128.0
2534671.0
1837610.0
934357.0
11541355.0
722951.0
1023618.0
4665069.0
11441.0
2771198.0
759904.0
27119380.0
1419980.0
481206.0
1544117.0
2434208.0
987989.0
6692185.0
860036.0
895901.0
13256662.0
1259959.0
1962435.0
1941086.0
538740.0
1289073.0
602618.0
1497886.0
2103293.0
2065554.0
19490284.0
3693616.0
1889880.0
1534832.0
3240830.0
809791.0
671079.0
652425.0
6960396.0
7011508.0
1811669.0
6832991.0
888308.0
2208518.0
8459804.0
609257.0
1624382.0
1425599.0
816118.0
1688254.0
5318876.0
5415438.0
2120807.0
643531.0
625088.0
3504957.0
132105.0
1148834.0
591840.0
3383279.0
3773723.0
2569733.0
875789.0
1021903.0
19827916.0
3141319.0
23230284.0
819314.0
384592.0
7020517.0
832985.0
678843.0
924980.0
1963054.0
36367960.0
304982.0
1097943.0
2807583.0
1450054.0
4656777.0
781405.0
555328.0
429158.0
2347893.0
1729493.0
1592817.0
967835.0
1389553.0
1588231.0
2792236.0
14991744.0
3105397.0
3033190.0
1910465.0
1777005.0
650008.0
61984596.0
2849048.0
4424263.0
194839.0
10416934.0
1247972.0
2149322.0
7654264.0
689930.0
630578.0
3909668.0
1000599.0
696054.0
1703060.0
525668.0
4034028.0
3165109.0
402136.0
5040382.0
946138.0
631201.0
1221896.0
777696.0
2775717.0
662785.0
5883488.0
466985.0
6750112.0
502254.0
1911427.0
3295030.0
491792.0
1152639.0
1303247.0
7879628.0
937635.0
4696639.0
1991234.0
4565085.0
1886007.0
1200178.0
14735023.0
669940.0
5445828.0
1481698.0
833938.0
7697400.0
2034884.0
3986851.0
3158743.0
587903.0
17924416.0
8259071.0
550767.0
1929828.0
666385.0
763065.0
1128912.0
1647472.0
687786.0
2162760.0
1095286.0
837792.0
2453766.0
1118346.0
755269.0
4213726.0
1020039.0
1293336.0
1068881.0
1547556.0
1481017.0
1251358.0
501420.0
706961.0
553230.0
760008.0
286685536.0
10020111.0
1756668.0
36863348.0
1921222.0
586795.0
422133.0
14830411.0
8690179.0
1976663.0
673834.0
2339133.0
1320334.0
77164568.0
565458.0
1258068.0
1857387.0
1698779.0
2996641.0
78652064.0
814123.0
1961982.0
592805.0
5851209.0
3039626.0
1623647.0
978211.0
1337968.0
1958352.0
3435687.0
2257181.0
1136111.0
7782092.0
1551294.0
661380.0
13779936.0
5903142.0
1138520.0
591249.0
2234448.0
1102497.0
1410268.0
1210262.0
6569660.0
1494252.0
1580597.0
6376820.0
2063212.0
7481768.0
6010407.0
1696446.0
165472.0
858897.0
2477499.0
4058492.0
696777.0
4338616.0
560902.0
8381744.0
896485.0
1094622.0
2104220.0
6293550.0
2471623.0
2512319.0
2679900.0
11509942.0
490743.0
348061.0
1954442.0
2211671.0
25290360.0
1024033.0
1417778.0
918177.0
595839.0
1505639.0
4418055.0
151798.0
1339385.0
529263.0
1526587.0
1049088.0
1314452.0
1521329.0
677279.0
718362.0
1681424.0
1738724.0
4212149.0
682896.0
7592451.0
2837589.0
57439532.0
922041.0
2933003.0
2056762.0
1393073.0
7801590.0
1051944.0
5230553.0
1605522.0
619804.0
2017423.0
1392153.0
508264.0
20311228.0
948157.0
298063.0
3014691.0
1444429.0
487229.0
7758182.0
26313108.0
281191.0
760090.0
440658.0
1153276.0
883629.0
1161815.0
1662723.0
1125092.0
964970.0
1888389.0
29067292.0
1241432.0
422966.0
2876857.0
1425226.0
2166711.0
2559403.0
454296.0
1528236.0
3113412.0
697824.0
1617558.0
57514116.0
4255322.0
956598.0
1395311.0
186270.0
1331031.0
3078672.0
7003615.0
1433267.0
41818868.0
4648608.0
850568.0
585851.0
1781063.0
1609461.0
916864.0
788055.0
1820085.0
2420503.0
1107870.0
51625548.0
14064603.0
1307858.0
7524880.0
3030041.0
756267.0
23914744.0
4608963.0
957460.0
1972491.0
1730886.0
13300859.0
1123416.0
813252.0
812422.0
1880890.0
692102.0
581589.0
41655852.0
21069722.0
634751.0
929688.0
1120197.0
6125692.0
4267567.0
2187513.0
1150582.0
55947848.0
1383950.0
2708863.0
1417852.0
2330029.0
2154224.0
6132429.0
4433348.0
2076630.0
2083584.0
1826203.0
4130053.0
1524620.0
4368113.0
10403123.0
1072855.0
5229981.0
178243.0
63668488.0
497132.0
1151027.0
7657568.0
722891.0
2785058.0
1725061.0
989795.0
1634334.0
1350190.0
2116209.0
174969.0
5530880.0
1609444.0
1527917.0
1094166.0
443365.0
600318.0
2054077.0
2978323.0
8909924.0
4777648.0
3337933.0
3880806.0
4249957.0
7870351.0
785901.0
950078.0
731315.0
584256.0
856771.0
2831368.0
13951571.0
5900023.0
520738.0
549438.0
5458917.0
2154119.0
19344782.0
968343.0
12704014.0
2185193.0
907617.0
18841144.0
2921368.0
2055622.0
84980760.0
1059424.0
558239.0
767213.0
1972396.0
852840.0
2023197.0
1631031.0
790204.0
3072599.0
1677881.0
3093378.0
1335355.0
743725.0
22811690.0
2440980.0
1069381.0
2057836.0
12037792.0
7506587.0
5917000.0
1929011.0
967697.0
1988784.0
669943.0
1111726.0
1348717.0
1838121.0
1078050.0
1118392.0
1230010.0
7794869.0
886771.0
1328869.0
562479.0
3046719.0
1172065.0
2053611.0
8168547.0
4527521.0
26208138.0
6710600.0
4405368.0
640374.0
12633744.0
1976647.0
624180.0
4075193.0
1060850.0
784584.0
6577130.0
600528.0
7338511.0
251191824.0
3134621.0
4079837.0
3961673.0
1067793.0
753784.0
3105001.0
13901935.0
265874.0
16614404.0
1371428.0
14364074.0
11353672.0
1803923.0
2271263.0
2504797.0
5439927.0
1360340.0
951913.0
6802622.0
7131481.0
10791309.0
1357442.0
1115020.0
390726.0
1025632.0
38400928.0
1695729.0
1086093.0
1245181.0
3643112.0
553875.0
1079477.0
2788860.0
705960.0
1152890.0
1355558.0
2928099.0
1836671.0
1185469.0
666967.0
633408.0
6474724.0
2632472.0
3970754.0
14408292.0
340270.0
13943064.0
1198401.0
848734.0
1419453.0
2383075.0
850667.0
