BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),NaturalGas(therms),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Comment,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
0.761028187212519,-0.6675301651771044,0.967851555716136,-0.04875194752235499,1.1657837165543954,1.2389208311063253,-0.3152754109520783,1.79715380487283,0.7742950006670494,-0.2195933478454279,0.37322668206896675,-0.09806980647553144,0.8039568033337909,-0.08320164592508361,0.571313539473857,-0.07055459556918997,1.023272877514209,-0.27082573541040383,-0.030836985562600533,-0.038208604740021336,-0.5078691381698047,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,-0.25582882871880236,-0.1531421505079741,-0.1891313321405497,-0.6992116519714617
2.5459242527276955,-1.0081407267453337,-0.18590113374992137,-0.04875194752235499,-0.686168454757773,-0.26901601534754255,-0.3152754109520783,-0.2011157872898683,0.7742950006670494,-0.2195933478454279,0.37322668206896675,-0.09806980647553144,0.5145596879815933,-0.2867985311019832,-0.196984824822339,-0.07055459556918997,-0.2562392534537769,-0.08344837774605919,-0.030836985562600533,-0.13499849122883154,-0.01745073233580567,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,0.4488444003050206,-0.1531421505079741,1.6125420099760654,0.002175620992956369
0.761028187212519,-1.1784460075294483,0.9374896428354502,-0.04875194752235499,-0.13058280336412248,0.2173586368925119,0.9850760272731385,0.04381643588884007,-0.5977624410208755,0.701529364500595,0.37322668206896675,-0.09806980647553144,1.0106690285853608,0.24111197648059693,-0.0038425777739522545,-0.07055459556918997,-0.11575704732277335,0.33261705499849553,-0.030836985562600533,0.12344418228437559,0.17162624340742294,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,1.2038514314019737,-0.1531421505079741,1.011984229270527,-0.680665353888268
0.761028187212519,2.397964888936959,0.3909752109831073,-0.04875194752235499,-0.3157780204953393,-0.46290089496261205,-0.3152754109520783,-0.4313675845700005,-0.5977624410208755,-0.5037148076411574,0.37322668206896675,-0.09806980647553144,1.1760388087866165,-0.6669661662553088,-0.32999138687506124,-0.07055459556918997,-0.33272008720990026,-0.22957795966657876,-0.030836985562600533,-0.2300844093662056,-0.30697485144262443,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,-1.2625048701814066,-0.1531421505079741,1.345627440773604,0.010605756485317164
-1.0238678783026578,-0.49722488439298973,-0.6109679140795214,-0.04875194752235499,-0.3157780204953393,-0.4613710300524458,-0.3152754109520783,-0.4294291480517026,0.7742950006670494,-0.2195933478454279,0.37322668206896675,-0.09806980647553144,0.7212719132331631,-0.1462626280595215,-0.2743997168754978,-0.07055459556918997,-0.33504405054230324,-0.08334347495932515,-0.030836985562600533,-0.14744194432155555,0.6325013717815425,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,0.9018486189631925,-0.1531421505079741,1.011984229270527,-0.680665353888268
0.761028187212519,2.05735432736873,0.0873560821762501,-0.04875194752235499,-0.5009732376265562,-0.346916736573208,-0.3152754109520783,-0.36929453961739434,0.7742950006670494,-0.2195933478454279,0.37322668206896675,-0.09806980647553144,0.9279841384847328,-0.047166798991119085,-0.2418453298869947,-0.07055459556918997,-0.23568470814881262,-0.1931557121125196,-0.030836985562600533,-0.19400960571540746,-0.2537969520148414,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,-0.00415981835315131,-0.1531421505079741,-0.5227745436436266,-1.4747841172686549
0.761028187212519,0.3543015195275835,-1.218206171693236,-0.04875194752235499,-0.3157780204953393,-0.13391194528086073,-0.3152754109520783,-0.01451758040180482,0.7742950006670494,-0.2195933478454279,0.37322668206896675,-0.09806980647553144,0.26650501767970963,5.208515626327606,1.376363222543325,-0.07055459556918997,0.4248677721977235,3.2082122449520365,-0.030836985562600533,1.8413357488025888,6.883858882292038,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,-0.05449362042628152,-0.1531421505079741,-1.1233323243491649,-0.007940541597876586
0.761028187212519,-1.6893618498817922,-1.855806342187636,-0.04875194752235499,-0.13058280336412248,-0.23597093328795152,-0.3152754109520783,-0.2850027045283869,-1.85548176256814,-0.2548316578838777,-2.7036230423108307,-0.1841701282834892,0.26650501767970963,-0.6435435157482319,-0.2870308769184984,-0.07055459556918997,-0.24965334695887073,-0.27082573541040383,-0.030836985562600533,-0.24030821947482214,-0.5610470375975878,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,0.8515148168900623,-0.1531421505079741,-0.32258861674178047,1.3324510016874898
-0.1314198455450694,-0.15661432282476043,1.1500230330002503,-0.04875194752235499,0.2398076308983112,0.27554789867563534,0.33766664355850545,0.3479355874262444,-0.5977624410208755,0.10147128498870693,0.37322668206896675,-0.09806980647553144,-1.1391381140309647,-0.27058284998169907,-0.03836527445059036,-0.07055459556918997,-0.08061172095686768,0.08192037526148356,-0.030836985562600533,-0.013254436645963957,-0.1533498086512512,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,-1.363172474327667,-0.1531421505079741,-1.0566036820485496,1.3189627848997125
0.761028187212519,2.05735432736873,0.3909752109831073,-0.04875194752235499,-0.5009732376265562,-0.4581073182440911,-0.3152754109520783,-0.4252938168126671,0.7742950006670494,-0.2195933478454279,0.37322668206896675,-0.09806980647553144,0.6799294681828492,-0.4309379188378412,-0.3014659003767822,-0.07055459556918997,-0.2817195394848218,-0.27082573541040383,-0.030836985562600533,-0.24539770389292725,-0.5433210711216602,0.04591422707128022,0.15880547577884607,-0.0014540972610877678,0.9018486189631925,-0.1531421505079741,0.9452555869699116,-0.680665353888268
